date,time,id,roadname,fromnode,tonode,len,maxSpeed,speed,ttime,traffic
2025-10-05,10:10:00,10,정자로,신기사거리,상록사거리,440,50,22,72.0,2
2025-10-05,10:10:00,7,불정로,한솔청구어린이집,불정사거리,758,50,29,94.0,1
2025-10-05,10:20:00,2,느티로,궁내사거리,느티마을사거리,158,50,11,52.0,3
2025-10-05,10:20:00,11,정자로,상록사거리,금곡교사거리,152,50,27,20.0,1
2025-10-05,10:20:00,10,정자로,신기사거리,상록사거리,440,50,34,47.0,1
2025-10-05,10:20:00,9,내정로,계원삼거리,신기사거리,390,30,18,78.0,2
2025-10-05,10:20:00,4,정자로,상록사거리,신기사거리,440,50,27,59.0,1
2025-10-05,10:20:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,10:30:00,2,느티로,궁내사거리,느티마을사거리,158,50,9,63.0,3
2025-10-05,10:30:00,10,정자로,신기사거리,상록사거리,440,50,34,47.0,1
2025-10-05,10:30:00,5,정자로,신기사거리,정든마을사거리,374,50,12,112.0,3
2025-10-05,10:30:00,9,내정로,계원삼거리,신기사거리,390,30,13,108.0,2
2025-10-05,10:30:00,3,황새울로,느티마을사거리,상록사거리,560,50,22,92.0,2
2025-10-05,10:30:00,11,정자로,상록사거리,금곡교사거리,152,50,27,20.0,1
2025-10-05,10:30:00,1,성남대로,금곡교사거리,궁내사거리,561,70,46,44.0,2
2025-10-05,10:30:00,8,불정로,불정사거리,계원삼거리,387,50,45,31.0,1
2025-10-05,10:30:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,10:30:00,4,정자로,상록사거리,신기사거리,440,50,31,51.0,1
2025-10-05,10:30:00,7,불정로,한솔청구어린이집,불정사거리,758,50,22,124.0,2
2025-10-05,10:40:00,4,정자로,상록사거리,신기사거리,440,50,19,83.0,2
2025-10-05,10:40:00,3,황새울로,느티마을사거리,상록사거리,560,50,21,96.0,2
2025-10-05,10:40:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,10:40:00,1,성남대로,금곡교사거리,궁내사거리,561,70,44,46.0,2
